Depthm,T_degC,Salnty,O2ml_L,STheta,ChlorA,PO4uM,SiO3uM,NO3uM
8,12.4,33.73,5.91,25.527,,1.16,9.0,
446,7.42,34.43,0.22,26.917,,,,
227,8.51,33.999,2.69,26.415,,,,
619,5.47,34.356,0.3,27.116,,3.17,88.4,42.2
170,8.46,34.03,2.5,26.446,0.01,2.12,34.8,28.3
90,10.35,,3.85,,,1.41,19.0,13.1
50,15.4,33.425,5.6,24.673,,,,
150,11.29,33.585,4.47,25.625,,1.19,,
0,15.42,33.723,5.94,24.896,,0.44,7.0,
120,10.5,33.453,4.43,25.662,0.03,1.35,14.6,15.9
9,16.78,33.181,,,,,,
50,17.37,34.132,5.45,24.763,,,,
18,13.86,33.46,6.08,25.027,,0.52,,
144,10.94,33.57,4.34,25.676,,1.41,,
30,15.77,33.604,6.53,24.728,,0.25,1.0,0.0
32,12.18,33.72,4.4,25.562,,,,
30,11.09,33.198,,25.358,,,,
124,10.35,33.633,3.09,25.828,0.02,1.65,20.4,21.1
56,9.9,33.58,5.22,25.861,,,,
103,8.7,33.625,3.42,26.09,,,,
139,9.2,33.815,3.1,26.161,0.01,1.83,25.9,24.2
150,10.38,34.266,1.62,26.317,,,,
50,13.42,33.772,,25.359,,,,
1,14.22,32.96,6.22,24.566,1.1,0.3,0.1,0.2
250,9.68,34.447,0.76,26.579,,,,
400,6.14,34.046,1.14,26.786,,2.82,65.4,37.3
300,8.63,34.359,,26.68,,,,
143,9.06,33.84,2.71,26.203,,,,
400,6.94,34.27,,26.857,,,,
30,10.71,33.549,6.36,25.698,,1.31,3.0,
115,12.26,33.866,3.21,25.662,,1.48,14.0,
474,7.44,34.433,0.26,26.917,,3.13,67.0,36.0
0,18.84,33.567,5.15,23.968,,,,
28,15.11,33.48,5.45,24.778,,0.46,,
125,8.81,33.968,2.69,26.342,,,,
10,16.19,33.24,5.71,24.352,0.11,0.3,2.5,0.0
400,7.76,34.433,0.62,26.87,,2.81,,
125,12.69,,1.27,,,1.55,,
400,6.96,34.267,0.7,26.852,,,,
395,6.57,34.149,1.06,26.811,,2.76,65.4,37.4
10,19.69,33.524,5.62,23.719,,,,
1,13.0,33.324,6.25,25.095,1.24,0.42,4.4,1.6
52,14.5,33.52,5.45,24.941,,,,
500,5.63,34.163,0.91,26.943,,,,
75,10.066,33.6273,3.408,25.87231,0.242,1.7,20.46,20.5
60,14.97,33.48,,24.809,,,,
100,10.64,33.497,4.34,25.671,0.07,1.32,12.6,15.0
2000,2.14,34.631,2.27,27.676,,3.07,155.7,
19,11.42,33.58,2.66,25.59,2.08,1.81,17.3,12.8
500,5.73,34.276,,27.02,,,,
30,12.54,33.63,,25.423,,,,
200,8.26,33.759,3.39,26.264,,,,
481,6.66,34.34,0.35,26.951,,,,
1,14.57,33.064,6.04,24.573,,0.46,3.0,
75,12.966,33.056,5.482,24.89847,0.371,0.71,4.91,4.97
205,10.06,34.27,0.99,26.376,,,,
192,10.95,34.43,0.98,26.345,,,,
20,16.81,,,,,,,
50,22.28,35.086,2.93,24.209,,,,
100,11.39,,4.69,,,1.04,10.0,11.3
75,8.48,33.592,4.34,26.098,,,,
25,19.68,33.46,,23.673,,,,
500,5.81,34.211,0.56,26.958,,3.06,79.7,40.1
500,6.0,34.315,0.48,27.017,,,,
0,13.03,32.7,,24.606,,,,
32,17.78,33.186,5.73,23.939,0.06,0.34,2.6,0.0
115,10.97,33.813,3.18,25.859,,,,
205,8.06,34.171,1.57,26.617,,,,
30,21.86,34.719,4.9,24.047,,,,
145,10.35,33.607,4.08,25.808,0.02,1.4,17.0,17.4
50,15.2,33.53,5.75,24.798,0.61,0.53,2.2,2.1
9,17.14,33.78,,24.546,,,,
123,10.0,33.64,3.73,25.893,,,,
250,7.71,,,,,,,
125,9.62,33.86,2.94,26.128,0.04,1.88,27.2,23.5
100,12.04,33.378,5.77,25.325,,,,
75,12.87,33.477,5.11,25.241,,,,
400,6.45,34.17,0.98,26.844,,,,
50,16.47,33.091,5.95,24.175,,0.13,2.0,0.0
516,5.68,34.27,0.33,27.021,,3.16,83.8,41.0
45,14.3,33.33,,,,,,
55,14.22,32.99,,24.591,,,,
30,13.35,33.28,,24.992,,,,
120,9.28,33.93,2.49,26.238,,,,
100,16.04,33.88,5.48,24.882,,,,
600,4.96,,0.37,,,,,
101,10.05,33.538,3.87,25.804,0.03,1.56,18.2,19.1
200,8.06,34.124,1.45,26.58,,2.74,,
160,7.97,33.739,,26.29,,,,
1200,3.98,34.576,0.37,27.461,,,,
164,10.96,33.7,4.82,25.774,0.07,0.96,10.9,11.1
125,9.86,33.779,3.65,26.025,0.01,1.67,21.9,19.9
900,4.42,34.494,,27.347,,,,
30,13.48,33.599,,25.213,,,,
286,9.79,34.44,0.69,26.556,0.02,2.31,41.0,29.8
20,10.1,33.49,,25.756,,,,
150,7.86,33.99,,26.504,,,,
50,11.3,33.64,4.56,25.664,0.21,1.38,13.3,15.9
66,13.76,33.224,5.85,24.867,0.29,0.41,4.8,0.9
381,7.74,34.22,0.28,26.705,,2.94,62.7,34.6
115,12.96,33.34,5.58,25.119,,,,
1300,3.31,34.545,0.86,27.502,,,,
207,8.63,33.939,3.18,26.349,0.0,1.91,31.0,24.7
125,,,,,,,,
0,14.44,33.29,5.86,24.774,,,,
125,9.45,33.746,,26.067,,,,
0,18.83,33.799,5.8,24.147,,0.22,3.0,
432,7.76,34.46,0.3,26.892,,,,
301,7.22,34.09,1.36,26.676,,,,
400,6.55,34.138,0.95,26.805,,,,
159,10.02,33.943,3.24,26.127,0.01,1.89,24.0,21.8
67,12.88,32.97,,24.847,,,,
50,11.4,33.557,4.15,25.581,0.17,1.32,14.1,16.5
15,14.23,33.54,,25.012,,,,
40,16.32,33.24,,24.324,,,,
68,14.42,33.63,5.4,25.043,,,,
50,13.38,33.15,,24.886,,,,
269,8.3,34.106,2.47,26.531,,,,
0,21.24,33.77,5.28,23.494,,,,
400,6.31,34.163,0.89,26.856,,2.9,68.7,38.3
900,4.02,34.395,0.52,27.31,,3.28,119.8,43.5
866,4.48,34.486,0.35,27.334,,,,
87,11.27,33.669,3.77,25.693,0.14,1.36,22.0,16.7
234,9.41,34.33,,26.532,,,,
200,8.79,33.957,2.74,26.338,,2.03,30.7,26.7
1,16.31,33.594,5.65,24.597,0.08,0.32,2.8,0.3
10,20.61,33.609,5.38,23.542,0.13,0.21,1.8,0.2
300,8.56,34.201,1.99,26.567,,2.62,42.3,29.7
2758,1.69,34.676,,27.751,,,,
465,5.98,34.275,0.46,26.988,,,,
50,13.34,33.118,5.91,24.87,0.62,0.53,2.7,2.5
150,9.04,33.832,2.7,26.2,,,,
10,16.88,33.334,6.1,24.265,3.66,0.28,4.0,0.6
200,8.82,34.131,1.84,26.47,,,,
100,13.19,33.321,5.38,25.058,0.15,0.63,5.2,3.6
400,8.74,34.469,0.3,26.751,,3.39,,
104,13.68,33.35,5.65,24.982,,,,
300,7.54,34.033,2.56,26.586,,,,
75,11.27,33.744,2.84,25.751,0.04,1.72,20.8,19.8
99,10.48,33.88,2.76,25.998,,,,
1800,2.21,,1.52,,,,,
100,8.52,33.763,,26.226,,,,
175,10.37,34.191,,26.261,,,,
131,8.92,34.05,2.22,26.389,,,,
20,11.8,33.521,5.29,25.479,,,,
75,9.32,32.967,,25.477,,,,
61,12.36,33.665,4.37,25.486,,1.23,9.0,
100,9.99,33.874,2.89,26.077,0.03,1.85,26.2,23.6
626,4.34,,1.37,,,,,
396,7.96,34.349,0.49,26.775,,2.9,56.8,34.3
70,10.891,33.4166,4.178,25.56541,0.083,,,
1300,3.25,34.548,1.48,27.51,,,,
150,7.76,33.957,2.41,26.492,,,,
30,16.26,33.25,,24.345,,,,
95,11.35,33.241,5.38,25.346,0.1,0.93,8.0,8.7
800,4.48,34.393,0.33,27.259,,3.33,110.3,44.5
196,8.86,,2.97,,,,,
0,23.29,33.491,5.19,22.708,0.12,0.3,1.3,0.0
260,7.74,34.065,2.15,26.582,,,,
94,9.97,33.67,,25.921,,,,
0,15.25,33.11,5.94,24.46,0.2,0.41,2.2,0.0
800,4.69,,0.46,,,3.13,,
20,18.32,33.564,,24.096,,,,
100,12.39,33.877,3.05,25.646,,,,
438,6.98,34.3,0.48,26.876,,,,
361,8.17,34.43,0.34,26.807,,,,
500,6.01,34.303,0.42,27.006,,,,
400,6.55,34.245,0.67,26.89,,2.96,,
100,8.12,33.439,4.09,26.032,,1.66,28.4,22.1
250,8.57,34.091,2.48,26.478,,,,
438,6.26,34.225,0.6,26.912,,3.01,71.3,38.8
10,13.67,33.569,5.81,25.15,3.77,0.63,9.3,3.2
250,7.38,34.067,2.19,26.635,,,,
37,17.81,33.491,5.53,24.165,0.21,0.34,1.2,0.1
400,6.22,34.07,,26.795,,,,
200,8.5,33.991,2.89,26.41,,1.98,32.5,26.9
75,9.97,33.639,4.37,25.896,,1.58,20.4,18.3
20,24.24,34.262,4.46,23.015,,,,
430,6.61,34.23,0.71,26.87,,,,
28,14.38,33.28,5.96,24.78,0.22,0.4,2.5,0.3
98,10.3,33.53,3.93,25.756,,,,
20,16.81,33.534,5.63,24.436,0.08,0.31,2.7,0.0
150,11.54,33.724,3.85,25.688,,,,
30,17.25,33.34,5.31,24.184,,0.45,2.7,
49,,33.57,,,,,,
565,5.6,34.376,1.05,27.115,,3.03,71.0,
75,13.71,33.66,4.45,25.214,0.03,,8.5,8.6
850,4.35,34.423,0.38,27.297,,,,
20,14.9,33.248,4.83,24.645,,0.44,,
125,9.51,33.932,2.9,26.202,0.01,1.88,27.7,24.4
10,15.81,33.262,5.99,24.455,0.47,0.3,3.2,0.0
250,7.82,34.06,,26.566,,,,
50,13.02,33.192,5.03,24.99,0.34,0.83,5.8,7.0
40,17.66,34.2,5.24,24.745,,,,
143,9.22,33.903,,26.227,,,,
11,13.61,33.66,6.11,25.233,4.33,0.54,6.9,3.8
50,12.48,33.233,5.05,25.128,0.37,0.87,7.1,5.7
97,10.07,33.47,4.36,25.748,,,,
500,7.4,34.45,,26.937,,,,
200,9.1,34.095,,26.397,,,,
97,9.34,,4.75,,,2.02,,
29,16.37,33.217,5.8,24.294,0.11,0.31,3.0,0.1
10,15.85,33.81,,24.867,,,,
0,12.72,33.06,,24.946,,,,
400,6.608,34.2085,0.617,26.85824,,3.0,67.43,38.2
168,9.11,33.86,3.03,26.211,0.0,1.91,28.2,25.1
112,9.78,33.98,,26.195,,,,
75,11.69,33.016,4.78,25.108,,,,
125,9.46,33.507,4.07,25.878,0.06,1.61,19.5,20.0
316,7.02,34.06,,26.68,,,,
0,,,,,0.38,0.31,1.9,0.1
187,8.42,34.026,1.63,26.449,,,,
125,9.72,33.47,4.56,25.807,,,,
30,15.17,33.624,6.04,24.876,2.36,0.5,4.0,3.1
186,10.11,34.42,0.7,26.484,,2.38,,
700,4.99,34.37,,27.184,,,,
125,10.93,33.83,,25.88,,,,
2811,,34.639,,,,,,
518,6.4,34.298,,26.953,,,,
248,11.21,34.649,0.09,26.47,,2.89,42.5,25.3
200,8.24,34.03,2.64,26.479,0.0,2.12,37.2,28.1
430,5.86,34.15,1.46,26.903,,,,
10,13.53,32.778,6.16,24.567,1.19,0.86,9.0,1.7
900,4.4,34.485,0.58,27.342,,,,
20,16.89,33.486,5.96,24.38,0.2,0.37,1.5,0.1
150,12.24,34.21,,25.934,,,,
1200,3.66,34.572,,27.489,,,,
300,9.97,34.659,0.39,26.697,,2.86,59.5,
483,8.5,,0.14,,,3.33,,
300,7.55,34.03,2.51,26.582,,2.3,42.1,30.3
565,5.4,34.29,0.38,27.071,,,,
1,17.98,33.81,,24.367,,,,
62,15.34,33.291,5.98,24.583,0.11,0.3,2.3,0.0
20,14.25,33.327,5.92,24.844,0.66,0.35,1.6,0.6
10,16.48,33.534,6.15,24.512,0.81,0.33,0.5,0.1
125,10.74,33.553,4.35,25.698,0.03,1.33,15.2,15.9
100,12.43,,0.71,,,2.41,,
500,5.02,34.21,,27.051,,,,
69,14.66,34.03,,25.301,,,,
10,18.92,33.49,,23.889,,,,
175,10.28,33.93,,26.073,,,,
300,7.86,34.129,1.93,26.615,,2.41,46.3,31.0
21,10.15,33.588,5.38,25.825,1.63,1.48,19.3,17.2
78,10.72,33.58,,25.721,,,,
20,15.59,33.277,5.75,24.516,0.17,0.38,1.7,0.0
30,14.59,,5.61,,,0.62,,
50,14.2,33.55,,25.027,,,,
1000,3.74,34.456,0.46,27.387,,,,
900,3.91,,,,,,,
140,9.18,34.143,1.55,26.421,0.42,2.37,37.2,29.5
156,10.77,33.689,3.96,25.799,0.01,1.41,17.2,16.4
650,5.9,34.48,0.26,27.162,,,,
202,10.88,,0.76,,,2.55,,
100,18.73,34.337,5.49,24.588,0.16,0.45,3.0,0.0
0,18.57,33.5,5.2,23.984,,,,
10,16.695,33.4158,5.55,24.37162,0.17,0.32,1.96,0.0
1200,3.63,34.53,0.79,27.459,,3.23,,
153,11.58,34.014,2.37,25.906,,,,
500,5.57,34.166,0.74,26.952,,2.56,,40.6
125,10.01,33.888,2.91,26.085,0.01,,,
34,13.7,33.062,6.12,24.753,0.83,0.4,2.2,0.0
600,4.97,34.29,,27.121,,,,
10,16.36,33.547,5.52,24.549,,,,
10,14.19,33.369,6.05,24.888,1.12,,,
338,7.7,34.23,1.26,26.718,,,,
406,7.04,34.235,0.84,26.816,,3.01,61.0,
75,17.72,,5.16,,,,,
400,7.03,34.354,0.49,26.911,,,,
194,9.13,33.664,4.17,26.055,0.01,1.5,20.5,19.8
400,6.61,34.226,0.69,26.867,,2.93,65.5,37.4
150,9.83,33.838,3.76,26.076,,1.56,21.0,18.9
10,15.94,33.437,6.13,24.56,1.59,0.33,1.9,0.4
150,10.46,33.792,3.27,25.933,0.01,1.51,19.7,20.6
328,7.05,34.205,0.93,26.79,,,,
300,10.03,34.606,0.18,26.646,,3.0,44.8,28.4
125,10.63,33.524,4.45,25.695,0.02,1.17,14.8,14.7
500,6.13,34.238,0.53,26.94,,3.02,75.6,39.7
469,7.62,34.59,0.14,27.015,,,,
100,9.22,33.909,2.75,26.231,0.01,1.97,27.9,26.1
75,14.65,33.286,6.17,24.729,0.21,0.34,2.0,0.1
100,11.56,33.51,,25.517,,,,
935,3.84,34.47,0.33,27.388,,,,
2,16.77,33.218,5.68,24.202,0.18,0.32,2.6,0.1
146,9.87,34.15,,26.313,,,,
49,12.54,,6.52,,,,,
352,8.02,34.25,0.83,26.687,,,,
230,7.98,34.198,1.27,26.651,,,,
40,12.58,33.566,4.75,25.366,1.37,1.09,13.2,11.4
200,8.29,34.032,2.5,26.474,,2.24,38.0,29.1
383,6.95,34.017,3.86,26.656,,1.75,43.0,26.5
800,4.97,34.516,0.43,27.303,,,,
139,8.96,33.77,2.91,26.164,,,,
20,11.11,33.538,,25.618,,,,
520,5.35,34.136,0.74,26.955,,3.0,82.7,41.7
446,6.67,34.37,0.41,26.973,,,,
100,10.21,33.467,3.88,25.722,0.06,,,
47,10.02,33.47,5.43,25.755,,,,
175,8.45,33.753,3.45,26.23,0.0,1.83,27.8,24.4
266,7.57,34.11,1.87,26.642,,,,
150,13.27,33.532,5.4,25.207,0.09,0.43,5.3,2.6
10,16.64,33.85,,24.717,,,,
125,11.63,33.7,3.69,25.652,,,,
93,14.92,33.676,5.97,24.972,,,,
9,17.43,35.19,4.58,25.558,,,,
30,18.5,33.423,5.5,23.944,0.12,0.31,2.1,0.1
85,11.18,33.52,4.36,25.593,,,,
86,13.48,33.65,5.37,25.254,,,,
30,12.39,33.402,5.28,25.275,,,,
71,10.73,33.55,3.91,25.696,0.09,1.51,15.8,17.7
11,14.94,33.59,,24.899,,,,
100,14.7,33.774,5.84,25.096,,0.54,,
0,18.47,33.75,5.37,24.2,,,,
11,15.74,33.579,5.69,24.714,,0.5,1.0,
119,10.05,33.705,3.32,25.935,0.02,1.74,21.5,22.4
500,6.78,,0.52,,,,,
75,14.82,34.662,1.19,25.754,,,,
50,18.64,34.39,,24.649,,,,
300,7.4,34.158,1.17,26.704,,,,
50,12.27,33.35,5.66,25.258,,0.58,4.0,2.6
218,8.34,34.12,1.86,26.535,,,,
250,7.41,34.078,2.14,26.639,,,,
205,9.02,33.96,2.62,26.304,,,,
300,7.8,34.315,0.59,26.77,,2.87,54.5,34.2
19,12.53,33.557,5.59,25.368,0.95,0.77,8.1,7.2
250,9.25,34.16,2.12,26.425,,,,
548,7.39,34.6,0.1,27.057,,,,
150,9.97,33.655,4.28,25.91,,,,
159,8.24,33.901,3.17,26.378,,1.89,40.0,
39,12.48,33.273,5.98,25.158,,0.56,5.0,2.8
10,19.14,33.273,5.9,23.668,0.47,0.3,2.6,0.0
250,7.62,34.22,1.21,26.721,,,,
51,11.52,33.44,5.98,25.469,,0.9,,
60,13.268,33.3093,4.652,25.03389,0.475,0.98,6.9,10.25
125,9.83,33.597,3.81,25.888,,,,
12,14.5,33.352,6.11,24.81,0.36,0.39,2.0,0.4
122,9.94,33.28,5.08,25.622,,1.33,,
395,6.16,34.11,1.04,26.834,,,,
250,9.56,33.921,3.76,26.188,,1.52,23.0,20.2
1200,3.06,34.463,0.44,27.459,,3.26,,
119,9.32,34.054,2.01,26.328,0.09,2.23,33.6,28.0
150,9.38,33.855,2.84,26.164,,,,
242,7.16,33.89,,26.526,,,,
50,22.47,34.41,5.02,23.642,,0.4,3.2,0.4
125,8.99,33.872,3.25,26.239,,,,
500,6.67,34.37,0.3,26.974,,,,
50,17.42,33.504,5.78,24.27,0.17,0.19,2.6,0.0
10,18.33,33.324,5.51,23.909,0.21,0.34,1.5,0.1
150,9.56,33.813,,26.101,,,,
453,7.07,34.39,0.39,26.935,,,,
250,8.97,34.224,1.65,26.52,,2.42,40.8,29.4
200,9.93,34.507,,26.583,,,,
150,9.69,33.761,3.38,26.039,0.01,1.74,24.2,22.7
100,12.23,33.86,,25.663,,,,
101,10.18,33.71,,25.917,,,,
100,9.69,33.8,3.49,26.069,0.01,1.65,23.3,21.3
50,13.07,33.387,5.02,25.131,0.7,0.84,3.9,8.0
10,12.08,33.04,,25.05,,,,
51,10.93,33.754,5.06,25.819,0.66,1.38,18.4,16.0
1,15.3,33.28,5.67,24.582,,,,
573,5.3,34.328,0.21,27.113,,,,
11,17.04,33.554,5.6,24.397,0.13,0.32,2.6,0.0
50,13.41,33.129,6.12,24.864,0.75,0.48,3.5,0.8
200,8.85,33.868,4.18,26.259,,,,
500,5.88,34.18,,26.925,,,,
200,8.63,34.009,2.59,26.404,,,,
250,7.79,34.162,1.43,26.651,,2.47,,
600,5.25,34.291,,27.09,,,,
250,8.67,34.184,1.73,26.536,,2.38,41.9,29.8
1000,3.67,,,,,,,
560,5.66,34.361,0.29,27.096,,,,
225,8.59,34.12,,26.497,,,,
0,13.1,33.55,6.03,25.25,,,,
1100,3.17,34.439,0.44,27.429,,,,
500,5.47,,0.6,,,3.13,,
138,10.6,34.401,1.02,26.384,,2.55,35.0,
20,13.48,32.92,5.79,24.688,,,,
2,18.722,33.3703,5.434,23.8472,0.091,0.3,2.67,0.0
50,16.65,33.86,,24.724,,,,
145,9.96,34.16,1.51,26.306,,,,
1,25.66,33.93,4.6,22.333,,0.14,,
150,12.83,33.734,5.09,25.45,0.05,0.62,6.4,6.2
20,13.97,33.575,5.99,25.094,0.49,0.4,0.7,0.1
82,12.2,33.042,6.29,25.034,0.31,0.46,2.7,0.3
63,19.39,34.2,4.54,24.314,,,,
0,15.62,33.72,,24.849,,,,
250,8.93,34.181,1.93,26.492,,,,
327,8.56,34.46,0.39,26.77,,,,
125,8.89,33.796,,26.195,,,,
50,15.62,33.86,,24.959,,,,
50,11.469,33.4509,4.377,25.4874,0.403,1.23,12.28,12.1
94,11.36,32.701,5.98,24.924,0.24,0.8,3.9,4.9
50,13.11,,5.32,,,1.09,,
900,4.67,34.474,,27.304,,,,
20,17.75,33.336,5.51,24.061,,,,
160,10.05,33.536,4.55,25.804,0.04,1.1,15.0,13.3
300,6.8,34.043,1.99,26.696,,2.49,55.9,34.7
125,14.2,33.562,5.03,25.039,,,,
1000,4.23,34.529,0.66,27.396,,3.7,,
52,10.85,33.485,3.38,25.624,0.15,1.56,16.6,18.4
442,6.0,34.236,0.48,26.954,,3.0,75.5,39.9
80,,,3.2,,,1.78,22.0,20.2
317,6.96,34.3,0.67,26.877,,,,
198,9.65,34.221,1.58,26.406,0.0,2.37,34.4,28.3
400,6.7,34.279,0.51,26.897,,,,
125,11.54,33.624,4.54,25.609,0.04,1.01,11.7,12.1
100,9.36,33.46,3.7,25.857,,,,
30,20.21,34.29,,24.168,,,,
2,15.65,33.13,5.85,24.389,0.08,0.26,4.0,0.0
232,11.29,34.76,0.05,26.542,,,,
48,13.72,33.285,5.96,24.922,0.56,0.33,4.0,0.5
500,7.42,34.471,0.21,26.95,,,,
1251,3.26,34.45,1.54,27.43,,,,
13,11.914,33.6753,5.749,25.57764,0.615,1.08,10.57,10.1
200,8.48,34.095,2.12,26.494,0.01,2.27,38.2,29.5
129,12.28,33.406,5.27,25.302,0.19,0.68,6.9,5.7
75,9.19,33.88,,26.212,,,,
100,11.306,33.2406,5.429,25.35569,0.065,0.76,7.29,7.1
0,14.93,33.7,,24.986,,,,
500,6.33,34.28,0.47,26.947,,3.1,74.6,39.3
500,5.5,34.142,0.91,26.941,,,,
0,12.56,33.19,6.27,25.077,,,,
139,13.66,33.736,4.87,25.285,,,,
200,13.98,35.06,,26.245,,,,
250,6.76,33.94,2.04,26.62,,2.8,,
280,10.37,34.64,0.51,26.613,,2.82,,
500,6.04,34.282,0.44,26.986,,3.13,78.7,40.0
125,,,,,,,,
75,11.45,32.915,4.59,25.073,,,,
0,17.3,34.02,5.68,24.692,,,,
150,8.732,34.0583,1.746,26.42817,0.011,2.33,38.38,29.8
140,9.507,33.4265,4.079,25.81031,0.021,1.56,18.45,19.1
820,,34.49,0.37,,,,,
125,8.27,33.069,5.08,25.72,,,,
300,10.26,34.683,0.11,26.666,,,,
400,6.78,34.169,0.8,26.799,,,,
398,5.6,34.08,1.11,26.879,,2.94,,
200,8.6,34.101,2.09,26.48,0.01,2.24,38.6,29.2
514,5.63,34.212,0.47,26.981,,3.15,81.4,41.8
20,15.919,33.5706,5.808,24.66885,0.303,0.33,2.1,0.0
30,15.94,33.52,5.69,24.625,,,,
300,8.79,34.266,,26.582,,,,
0,16.68,33.594,5.73,24.511,,,,
566,6.41,34.24,0.1,26.906,,3.65,108.7,24.8
200,8.59,34.031,2.64,26.427,0.0,2.01,35.6,27.7
20,19.37,33.175,5.43,23.535,,,,
844,4.28,34.45,0.36,27.326,,3.08,,
50,11.11,33.42,4.57,25.527,,,,
470,7.54,34.51,0.23,26.964,,,,
9,17.19,33.243,5.67,24.123,0.11,0.29,3.0,0.0
201,9.58,34.18,2.03,26.386,,,,
12,11.48,32.885,,25.042,,,,
175,8.49,34.063,,26.466,,,,
9,15.65,33.6,6.35,24.751,,,,
500,5.5,,0.74,,,3.33,,
50,17.84,,5.01,,,,,
150,8.7,33.942,2.98,26.339,0.01,2.02,32.4,26.0
11,16.72,33.601,5.7,24.508,2.07,0.38,2.6,0.8
170,8.92,33.943,2.58,26.306,0.0,2.08,31.5,27.2
250,7.8,34.037,2.68,26.551,,2.25,40.9,
10,13.02,33.32,,25.089,,,,
250,8.97,34.22,,26.517,,,,
140,9.987,33.3635,4.642,25.68214,0.053,,,
24,15.42,33.53,5.65,24.748,,0.36,,
200,7.76,34.069,2.32,26.581,,2.38,,
2,18.5,33.275,,,,,,
250,7.62,34.11,,26.634,,,,
75,10.76,33.496,3.9,25.649,0.19,1.35,19.4,16.7
30,,,,,,,,
39,16.29,33.69,5.6,24.676,,,,
300,7.15,34.18,,26.756,,,,
400,6.46,34.092,1.77,26.781,,2.58,62.4,34.6
200,8.29,33.823,3.52,26.31,,1.69,,
381,5.65,34.07,,26.865,,,,
360,6.2,34.04,1.59,26.773,,,,
51,16.16,,5.41,,,0.55,,
74,8.28,33.67,3.69,26.189,,,,
337,6.82,34.076,1.76,26.72,,2.55,56.0,35.0
11,15.49,33.698,6.06,24.862,1.13,0.42,2.0,1.0
59,16.87,33.931,5.89,24.728,,,,
10,17.27,33.61,,24.385,,,,
50,16.13,33.71,,24.729,,,,
30,12.13,32.95,,24.974,,,,
400,6.35,34.215,0.69,26.892,,2.87,70.1,38.4
75,10.64,33.858,3.39,25.952,,,,
144,9.47,33.813,3.15,26.116,0.01,1.8,25.7,23.0
500,5.86,34.213,0.55,26.954,,3.07,77.5,40.5
42,13.92,33.369,5.35,24.945,0.39,0.62,4.4,3.6
150,10.97,33.644,4.44,25.729,,,,
52,13.19,,5.86,,,0.51,4.0,0.7
512,5.64,34.158,0.63,26.937,,3.11,77.8,41.4
0,20.468,33.429,5.61,23.44197,0.296,0.23,2.24,0.06
10,17.39,33.33,,24.142,,,,
589,5.38,,0.42,,,3.24,,
100,11.62,32.9309,5.47,25.05792,0.154,0.88,6.79,7.84
20,20.15,33.492,5.84,23.575,,,,
50,10.26,33.72,3.4,25.91,,1.56,21.0,19.4
11,12.87,33.579,7.6,25.319,,0.28,1.0,0.0
122,10.96,33.542,4.16,25.651,0.06,1.18,13.9,14.7
231,9.98,34.374,0.85,26.471,,,,
159,11.34,34.14,2.94,26.048,,,,
30,13.6,33.197,6.21,24.878,,,,
30,18.45,33.89,,24.313,,,,
200,9.55,34.182,,26.392,,,,
500,5.41,34.233,0.6,27.024,,3.13,85.8,40.8
0,14.35,33.648,6.21,25.07,,,,
285,8.16,34.27,1.14,26.681,,,,
126,10.28,33.39,5.17,25.65,0.07,0.98,10.7,10.6
400,6.88,34.23,,26.834,,,,
50,14.9,33.326,5.84,24.706,,,,
29,17.02,33.033,5.61,24.002,0.18,0.3,1.3,0.4
44,15.09,33.305,5.84,24.648,0.11,0.26,2.2,0.0
200,8.4,34.082,1.72,26.496,,,,
201,8.83,,,,,,,
172,9.13,33.888,,26.23,,,,
16,13.96,32.94,6.04,24.605,0.25,0.32,1.8,0.0
10,16.39,33.884,5.44,24.801,,,,
234,8.66,34.2,1.85,26.549,,,,
20,16.53,,,,,,,
550,5.85,34.286,,27.013,,,,
270,8.517,34.1798,1.056,26.5605,,2.57,44.93,31.55
300,8.27,34.044,3.09,26.488,,2.26,,
1100,3.02,34.362,0.42,27.381,,3.34,147.6,45.9
98,10.65,33.42,4.59,25.609,,,,
75,10.57,33.618,,25.777,,,,
200,11.32,34.664,,26.461,,,,
1000,4.04,34.483,,27.379,,,,
51,10.98,33.66,3.29,25.737,,,,
125,9.3,33.934,2.7,26.238,0.01,1.95,30.2,25.7
198,8.702,33.9129,2.849,26.32045,0.003,2.02,31.55,26.9
900,4.24,34.497,0.53,27.368,,,,
521,5.76,34.236,0.46,26.985,,3.07,82.2,40.5
124,13.09,33.317,5.75,25.075,0.23,0.41,5.0,1.5
125,10.09,33.804,3.19,26.006,,,,
198,8.25,34.106,1.85,26.538,0.01,2.41,44.0,29.9
150,8.83,33.905,2.8,26.29,0.0,1.96,30.0,26.5
289,10.28,34.57,0.27,26.574,,,,
30,14.1,33.28,5.94,24.839,0.42,0.42,2.8,0.5
108,13.98,34.73,0.23,25.987,,,,
107,9.64,,2.53,,,,,
200,8.59,33.977,2.58,26.385,0.0,2.07,33.6,27.5
190,10.87,34.49,1.04,26.406,,,,
20,14.92,33.52,5.84,24.85,0.24,0.37,2.7,0.0
75,10.76,33.559,,25.697,,,,
10,14.17,33.257,5.58,24.806,0.73,0.54,4.7,1.5
60,13.13,33.048,5.79,24.858,0.68,0.6,3.2,2.3
49,11.57,33.422,4.29,25.445,0.14,1.24,11.9,13.9
200,11.35,33.69,4.84,25.697,0.02,0.88,9.2,9.4
60,12.82,33.122,5.86,24.976,0.51,0.62,4.4,2.4
